"COMPANY_NAME"	"IS_DEALER"	"ACCOUNT_CODE"	"POSTAL_ADDRESS"	"STATEMENT_EMAIL"	"STATEMENT_FAX"	"STATEMENT_DELIVERY"	"COMMISSION"	"DAYS_TO_PAY"	"M_CURRENCY"	"LAST_CLOSE_BALANCE"	"LAST_CLOSE_CURRENCY"	"LAST_CLOSE_MONTH"	"COMMISSION_BUDGETLINER"	"COMMISSION_SLEEPLINER"	"CONTROLLER"	"COUNTRY"	"EXPORT_DEBTORS"	"IS_CURRENT"	"VAT_NUMBER"	"DEBTOR_TYPE"	"BILLING_PERIOD"	"STATEMENT_DETAILS"	"ACC_CONTACT_PERSON"	"DATE_CREATED"	"RELATED_PARTY"	"LAST_UPDATED"	"LAST_SYNC"	"SAGE_SITE"	"CC_ACCOUNT_NO"	"COMMISSION_BAGGAGE"	"INV_CUTOFF"	"TERMS"	"CREDIT_LIMIT"	"PAYMENT_DATE"	"CUTOFF_DAY"	"PAYMENT_DAY"	"NORMAL_LIMIT_APPROVED_BY"	"SPECIAL_CREDIT_LIMIT"	"SPECIAL_LIMIT_APPROVED_BY"	"SPECIAL_LIMIT_EXPIRY_DATE"	"SHOPPING_BASKET_RESTRICTION"	"STATEMENT_REMINDER"
"Dana Tours Lda"	"Y"	"DAN004"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	08/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CRC Kimberley"	"Y"	"CRC001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	10/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Wendy Shelembe"	"Y"	"WEN001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	17/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Banjamin Rahlogo"	"Y"	"BAN004"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	17/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MKT002"	"Y"	"MKT002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MK tours and Travel"	"Y"	"MKT004"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mount Sunset Primary School"	"Y"	"MOU002"	""	""	""	""			"Zim Bond Note"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mount Sunset Primary School"	"Y"	"MOU004"	""	""	""	""			"US Dollar"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Helderberg College"	"Y"	"HEL003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"North Pine School"	"Y"	"NOR003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"VGK Wesfleur Atlantis"	"Y"	"VGK001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Johan en Ria van Loggerenberg"	"Y"	"JOH006"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	24/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Rand Meisieskool / Girl School"	"Y"	"RAN002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	25/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Michael Horowitz"	"Y"	"MIC003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	25/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MAKRO"	"Y"	"MAK002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	25/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"XL Turbo Travel"	"Y"	"XLT001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	25/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Tikhonov Muzondiona"	"Y"	"TIK001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	25/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Precious Moseki"	"Y"	"PRE005"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	25/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mote Business Solutions"	"Y"	"MOT005"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	25/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Chantal"	"Y"	"CHA005"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	27/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Laerskool Outeniqua"	"Y"	"LAE002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	30/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Gareth Brown"	"Y"	"GAR001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	30/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"The Living Link"	"Y"	"THE017"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	05/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Analytical Risk Management (Pty) Ltd"	"Y"	"ANA002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	07/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Athletic Gauteng North"	"Y"	"ATH001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	07/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Salohtrans Logistics (Pvt) Ltd"	"Y"	"SAL002"	"302 Samora Machel Avenue,
Eastle, Harare, 
Zimbabwe
Registration nr. 5684/2012

+263 774 071 283
+263 771 464 533"	""	""	"N"	0		"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	""	"B"	"M"	"N"	"Nicholas Chauruka"	17/OCT/17	"N"	27/OCT/17	13/AUG/19	"ZMZ01"	""	20	""			""				0			"N"	"Y"
"S Sana (Pty) Ltd. t/a SWT Travel"	"Y"	"1836"	"86 President Street
Germiston
1401
Tel 011 825 0111
"	"safi@sanaworldtravel.co.za"	"0865922116"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	"Safi Sami"	19/OCT/17	"N"	23/MAY/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Netshituni Coaches"	"Y"	"NET001"	"No.20 Barnard Street
Louis Trichardt
"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	""	20/OCT/17	"N"	20/OCT/17	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"AIM"	"Y"	"AIM004"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/NOV/17	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Kobs Transporters Limited"	"Y"	"KOB002"	"P.O.Box 35736
Lusaka, Zambia
Tel:+260 977 794043"	"kobs@iconnect.zm"	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	"Denny Tembo"	12/DEC/17	"N"	12/DEC/17	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Rustenburg Local Municipality Recreation Club"	"Y"	"RUS002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	22/JAN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Gerhard de Beer"	"Y"	"GER001"	"880 Commercial Street
Tuine, Pretoria
Tel:  072 103 4421"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	"Gerhard"	06/FEB/18	"N"	06/FEB/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Scrap Metal Cape Town Depot"	"Y"	"SCR002"	"P.O.Box 618
Bellville, Cape Town"	""	""	"N"	0	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4030240818"	"X"	"M"	"N"	"Liezel"	16/FEB/18	"N"	12/FEB/19	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"KHA001"	"Y"	"KHA001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/FEB/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"BLO001"	"Y"	"BLO001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	22/FEB/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RHEINMETALL DENEL MUNITION"	"Y"	"RHE001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	22/FEB/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"La Vigne Eduacational House"	"Y"	"LAV001"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	13/MAR/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"City Sightseeing South Africa"	"Y"	"CIT004"	"36 Auckland Street
Paarden Eiland, Cape Town
Tel: 021 511 6000"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	"Brandin Govender"	07/MAR/18	"N"	07/MAR/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"CEO Classic V"	"Y"	"CEO001"	"Portion 2, Myngenoegen
Polokwane, 0700

Company Reg 2016/143099/07"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	""	08/MAR/18	"N"	08/MAR/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Vicky Crease Catering & Events"	"Y"	"VIC002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	23/MAR/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Hoerskool Paarl Gimnasium"	"Y"	"PAA004"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	15/NOV/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Prashanthi Travel and Tours Pty Ltd"	"Y"	"PRA002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	10/APR/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Peter Mokaba Primary School"	"Y"	"PET001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	12/APR/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"TACC Midrand Branch"	"Y"	"TAC002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	12/APR/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MAN Automotive (S.A.) (Pty) Ltd"	"Y"	"MAN005"	"Founders Hill Office Park
The Views, 18 Centenary Way
Founders Hill, Modderfontein"	"giacomo.virgili@za.man-mn.com"	""	"N"	0	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4960273706"	"X"	"M"	"N"	"Giacomo Virgili"		"N"	12/FEB/19	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Oyama Cleaning and Security Services (Pty) LTD"	"Y"	"OYA001"	"P.O.Box 133
International Airport
Cape Town, 8000"	""	""	"N"	0	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4450256955"	"X"	"M"	"N"	""	15/MAY/18	"N"	12/FEB/19	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Harare (Bond Note)"	"N"	"7006"	""	""	""	"N"	0		"Zim Bond Note"		""		0	0	"A"	"I"	"Y"	"Y"	""	"O"	"M"	"N"	""	18/MAY/18	"N"	18/MAY/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Rendzonene Travel and Transport"	"Y"	"REN003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	28/MAY/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Nyasha Camboko"	"Y"	"NYA001"	"102 Esdoring, 40 Van Dalsen Street
Westpark, Pretoria, 0183
"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	"Nyasha"	30/MAY/18	"N"	30/MAY/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Ntshaga Lazarus Rakgama"	"Y"	"NTS004"	"240 Doran Street, Malvern,
Jeppestown, 2094
"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	"Ntshaga Lazarus"	30/MAY/18	"N"	30/MAY/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Stanley"	"Y"	"STA009"	"3 Laince Place Clermond
Pretoria
062 041 5038"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	"Stanley"	31/MAY/18	"N"	31/MAY/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Rhulani Ndlala"	"Y"	"RHU001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	31/MAY/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Bagwera Road Trips"	"Y"	"BAG001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	07/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Rivers of Life International Church"	"Y"	"RIV002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	11/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Berg Op Akademie"	"Y"	"BER003"	"Posbus 518
Okahandja, Namibia"	""	""	"N"	0		"Namibia Dollar"		""		0	0	"A"	"N"	"Y"	"Y"	""	"B"	"M"	"N"	""	12/JUN/18	"N"	12/JUN/18	13/AUG/19	"NAM01"	""	20	""			""				0			"N"	"Y"
"Weskus School Saldanah"	"Y"	"WES006"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	13/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Sandra Thirion"	"Y"	"SAN006"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	13/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Hooly Traveller for Organize Tourism"	"Y"	"HOO001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	13/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Tour for South Africa"	"Y"	"TOU002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"A.I.E Church"	"Y"	"A.I001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CG Shuttles"	"Y"	"CGS001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Equal Education"	"Y"	"EQU001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Walter Ledwaba"	"Y"	"WAL001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Muhle Pro Tours"	"Y"	"MUH001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	26/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Sune Snyman"	"Y"	"SUN005"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	26/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ENKE"	"Y"	"ENK001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	26/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Apostolic Faith Church"	"Y"	"APO002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	26/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Nqobile"	"Y"	"NQO001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	26/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Christian Revival Church"	"Y"	"CHR004"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	28/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Computicket"	"Y"	"COM001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	29/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Dennis Mashiri"	"Y"	"DEN001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	02/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CRC Kimberley"	"Y"	"CRC002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	10/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MKT001"	"Y"	"MKT001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MKT003"	"Y"	"MKT003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mount Sunset Primary School"	"Y"	"MOU005"	""	""	""	"N"	0		"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	23/JUL/18	13/AUG/19	"IPF01"	""	20	""			""				0			"N"	"Y"
"African Wild Travel"	"Y"	"AFR005"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Ahmad Alwazzan"	"Y"	"AHM001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Muchachari Mugochi"	"Y"	"MUC001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"St. Peters Prep School"	"Y"	"ST.002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Aspen Pharmacare"	"Y"	"ASP001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	24/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"The Twelve Apostles Church in Christ - Cape Town"	"Y"	"THE016"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	27/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SA Rugby Travel"	"Y"	"SAR002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	27/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Spha Mtshali"	"Y"	"SPH001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	30/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Margaret Mokoena"	"Y"	"MAR009"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	30/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Global View Travel"	"Y"	"GLO002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Peaks of Africa"	"Y"	"PEA002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	07/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Hammer and Tongues"	"Y"	"HAM003"	""	""	""	"N"	0		"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	13/AUG/18	13/AUG/19	"IPF01"	""	20	""			""				0			"N"	"Y"
"Aluwani Ronty Thimisha"	"Y"	"ALU002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	08/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Musa Shongwe"	"Y"	"MUS002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	10/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"The Western Province Blood Transfusion Service"	"Y"	"THE018"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	14/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Sun City Resort - Cascades Hotel"	"Y"	"SUN006"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	14/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Soli Deo Gloria"	"Y"	"SOL002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	14/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Bluemarket Retail Solutions (PTY) Ltd"	"Y"	"BLU006"	"26 Abbington Petroy Drive,
Magaliessig, Fourways"	"theron@bluemarket.co.za"	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	"Theron Uys"	03/NOV/17	"N"	03/NOV/17	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"OK Zimbabwe Ltd"	"Y"	"OKZ001"	""	""	""	"N"	0		"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	14/NOV/17	13/AUG/19	"IPF01"	""	20	""			""				0			"N"	"Y"
"NEW007"	"Y"	"NEW007"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	21/NOV/17	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Tawakar Travel Agency (Pty) Ltd"	"Y"	"1842"	"03 Kajeels Building,
32 Beatrice Street, 
Durban, 
4001"	"traveltawakar@gmail.com"	""	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	" Mr Ibrahim"	21/NOV/17	"N"	25/JUN/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Devon Carothers"	"Y"	"DEV001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	10/JAN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Zimbabwe US Alumni Association"	"Y"	"ZIM014"	""	""	""	""			"US Dollar"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/FEB/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"W.P. RUGBY ACADEMY"	"Y"	"W.P001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	23/FEB/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CURRO Aurora"	"Y"	"CUR002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	03/MAY/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CURRO Aurora"	"Y"	"CUR003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	03/MAY/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Leisure Sense Pty"	"Y"	"LEI001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	21/MAY/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
